1,1226
2,1226
3,1226
4,1226
5,1268
6,1226
7,1226
10,2026
11,1268
11,2026
14,2026
15,1268
15,1226
18,1226
19,1226
20,1268
20,2026
21,1268
22,1268
23,1268
25,2026
25,1226
26,2026
27,1268
27,2026
28,1226
29,1268
29,1226
30,1268
33,1268
35,1268
35,2026
37,2026
39,1268
39,2026
40,1268
40,2026
41,1226
42,2026
44,1268
45,1268
45,2026
46,1226
50,1226
51,1268
53,1268
53,1226
54,2026
54,1226
55,1226
56,2026
57,2026
57,1226
58,1268
58,1226
60,1268
60,2026
61,1268
63,1268
64,2026
66,2026
66,1226
67,2026
69,1226
71,1268
74,1268
75,2026
75,1226
77,1268
79,2026
81,1268
81,1226
82,2026
82,1226
83,1268
83,1226
84,1226
85,2026
85,1226
86,2026
87,1226
89,2026
92,1268
93,2026
97,1268
99,1226
100,1226
101,1226
103,1268
103,2026
103,1226
104,2026
105,1226
106,2026
106,1226
107,1268
107,2026
108,2026
111,1226
113,1268
113,1226
114,1268
115,1226
117,1226
118,1268
118,2026
118,1226
119,2026
120,2026
120,1226
121,2026
123,1268
123,1226
124,1268
126,1268
126,2026
126,1226
127,1268
127,2026
128,2026
131,1268
132,2026
132,1226
134,1226
139,1268
139,2026
139,1226
140,1268
140,1226
142,1226
143,2026
144,2026
144,1226
145,2026
146,2026
148,2026
148,1226
149,1226
151,1268
153,1268
154,1268
156,1268
156,2026
158,2026
158,1226
161,2026
162,1268
162,1226
163,2026
163,1226
164,1268
165,1268
165,2026
166,1268
166,2026
169,2026
169,1226
173,2026
173,1226
174,1226
175,1226
176,1268
177,2026
177,1226
180,1226
181,1268
182,2026
182,1226
183,1268
185,1268
187,1226
188,1268
190,1268
192,1268
192,1226
194,1226
195,1268
196,2026
201,1226
202,1226
203,2026
203,1226
205,1226
206,2026
207,1268
208,2026
211,2026
211,1226
213,2026
214,1268
214,2026
215,2026
216,1268
217,1268
218,1268
219,1268
219,1226
220,1226
221,1268
222,1268
223,1268
223,2026
223,1226
224,2026
226,1268
227,1268
227,2026
227,1226
228,2026
229,2026
230,1268
230,2026
231,1268
231,1226
233,1268
234,1268
234,2026
235,1226
236,2026
239,2026
241,2026
241,1226
246,1226
248,1268
250,1268
250,1226
251,1268
254,2026
254,1226
256,1268
257,1268
257,2026
257,1226
258,2026
260,2026
262,1226
264,2026
265,1268
265,1226
266,2026
268,1268
268,2026
270,1226
271,1268
272,2026
272,1226
273,1268
274,2026
275,2026
275,1226
276,2026
280,1268
281,2026
282,1226
283,2026
286,2026
286,1226
287,1226
288,1268
289,1268
289,1226
291,2026
291,1226
292,2026
294,1268
294,2026
294,1226
295,2026
297,1268
297,1226
298,1268
298,1226
299,1226
301,1268
